1.249290420167977755e+00 3.739145740681363607e-03 5.409810710131999804e+04 1.570554232515740978e+02
1.252173858292678688e+00 3.668773490082066682e-03 5.293930146457000228e+04 1.347294168039092881e+02
1.252514771248793402e+00 6.720544780104331997e-03 5.293930217673000152e+04 1.303542051448607708e+02
1.253843853050893520e+00 4.541752664777372502e-03 5.293930288958999881e+04 1.255127896759833988e+02
1.252361264839341626e+00 4.204856194494520187e-03 5.293930360823000228e+04 1.302936055796896255e+02
1.266079197088849195e+00 6.420748150346705999e-03 5.293930432131999987e+04 7.781387748825936512e+01
1.257978649612473632e+00 4.723752785752371487e-03 5.293930502965999767e+04 1.141682887466901803e+02
1.249790783897531954e+00 3.589454088404687819e-03 5.294026420494999911e+04 1.830321690745781780e+02
1.249104522818444529e+00 2.958301957371843680e-03 5.294525898251000035e+04 1.949633322879039383e+02
1.242486768399533315e+00 4.056274746181915206e-03 5.376610916303999693e+04 1.899672012578138833e+02
1.245523978402727217e+00 3.828115209048274341e-03 5.376611012633000064e+04 1.953304411641548768e+02
1.249483377767293346e+00 4.273961527766942728e-03 5.376611112087999936e+04 1.987939599470715564e+02
1.249290967308935851e+00 4.002977504260546958e-03 5.376611207953999838e+04 1.909751498396024090e+02
1.249882476384986285e+00 3.409388954714405798e-03 5.376611304294999718e+04 1.947350408695879764e+02
1.246847377708919957e+00 3.645419178456601930e-03 5.377808574516000226e+04 2.070508429141248428e+02
1.243505067213414916e+00 4.133018844331279827e-03 5.377808671353999671e+04 2.051494436962534564e+02
1.250512854373276861e+00 3.216349672105084118e-03 5.377808768227999826e+04 2.177268911599335297e+02
1.248191867227041341e+00 4.111171018770169716e-03 5.377808863954999833e+04 2.118141503307599294e+02
1.249010395920472583e+00 4.538233922738565268e-03 5.377808960087000014e+04 2.130080233321638445e+02
1.246588867277557799e+00 3.974739675053768663e-03 5.377809056034999958e+04 2.145853089760791477e+02
1.249810188980355008e+00 3.642138592819604229e-03 5.377809152375000122e+04 2.117462362769587969e+02
1.249435746806700553e+00 3.553188019448086030e-03 5.377809250058999896e+04 2.188758817300047497e+02
1.250487653625476092e+00 3.698963747111985115e-03 5.377810690043000068e+04 2.165997614599796464e+02
1.251064883205152301e+00 3.332681878120574183e-03 5.377810786534000363e+04 2.137708168591120170e+02
1.249580161564956216e+00 3.177515538705240686e-03 5.377810882377000235e+04 2.160058790984266182e+02
1.245060511184703955e+00 4.201730598089033902e-03 5.380405608475000190e+04 1.821682764183831011e+02
1.242762658707895929e+00 4.774770350782322689e-03 5.441019016612999985e+04 1.700162374836685899e+02
1.243882657654985957e+00 4.037852260457957046e-03 5.441019113515999925e+04 1.434995224528668416e+02
1.242056469158275389e+00 4.081988130157741292e-03 5.441019210500000190e+04 1.901671489497616676e+02
1.241069642660636241e+00 4.500322084889592927e-03 5.441019307647000096e+04 1.890634965060110062e+02
1.241901264595552279e+00 3.047590514368829408e-03 5.441019404457000201e+04 2.004062978310091410e+02
1.242639374082175507e+00 3.691181078288740050e-03 5.441019501545999810e+04 1.833425036208652728e+02
1.244397798048849424e+00 2.959229850343712831e-03 5.441019598658000177e+04 1.786553387649930187e+02
1.241460473955768640e+00 4.524179010703510695e-03 5.441019695653000235e+04 1.952896576902656705e+02
1.243054098641810601e+00 3.003397919511745489e-03 5.443723922860000312e+04 1.922191814133584842e+02
